     User   NNodes  Timelimit              Submit               Start                 End 
  huashli        4 1-00:00:00 2017-09-20T20:36:50 2017-09-21T17:22:59 2017-09-21T20:20:45 
  huashli        4 1-00:00:00 2017-09-20T20:37:05 2017-09-21T17:30:33 2017-09-21T21:54:20 
  huashli        4 1-00:00:00 2017-09-20T20:37:05 2017-09-21T17:35:56 2017-09-21T19:09:57 
  huashli        4 1-00:00:00 2017-09-20T20:37:05 2017-09-21T17:54:38 2017-09-21T20:19:49 
  huashli        4 1-00:00:00 2017-09-20T20:37:05 2017-09-21T18:34:14 2017-09-21T20:21:09 
  huashli        4 1-00:00:00 2017-09-20T20:37:05 2017-09-21T18:55:01 2017-09-21T23:12:33 
  huashli        4 1-00:00:00 2017-09-20T20:37:05 2017-09-21T19:09:57 2017-09-21T20:42:18 
  huashli        4 1-00:00:00 2017-09-20T20:37:06 2017-09-21T20:19:49 2017-09-21T23:44:46 
  huashli        4 1-00:00:00 2017-09-20T20:37:06 2017-09-21T20:20:45 2017-09-21T23:25:45 
  huashli        4 1-00:00:00 2017-09-20T20:37:06 2017-09-21T20:21:09 2017-09-21T22:01:05 
  huashli        4 1-00:00:00 2017-09-20T20:37:06 2017-09-21T20:30:51 2017-09-21T23:27:54 
  huashli        4 1-00:00:00 2017-09-20T20:37:06 2017-09-21T20:42:18 2017-09-21T23:03:39 
  huashli        4 1-00:00:00 2017-09-20T20:37:06 2017-09-21T21:07:04 2017-09-22T01:11:17 
  huashli        4 1-00:00:00 2017-09-20T20:37:19 2017-09-21T21:54:20 2017-09-22T02:21:36 
  huashli        4 1-00:00:00 2017-09-20T20:37:19 2017-09-21T22:01:05 2017-09-22T00:19:23 
  huashli        4 1-00:00:00 2017-09-20T20:37:19 2017-09-21T23:03:39 2017-09-22T01:29:17 
  huashli        4 1-00:00:00 2017-09-20T20:37:19 2017-09-21T23:12:33 2017-09-22T03:25:21 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-21T23:25:45 2017-09-22T02:45:21 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-21T23:27:54 2017-09-22T03:57:04 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-21T23:44:46 2017-09-22T03:07:22 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-22T00:19:23 2017-09-22T02:06:59 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-22T01:11:17 2017-09-22T05:13:48 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-22T01:29:17 2017-09-22T03:48:46 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-22T02:06:59 2017-09-22T03:54:23 
  huashli        4 1-00:00:00 2017-09-20T20:37:20 2017-09-22T02:21:36 2017-09-22T06:47:45 
     txie        4 2-00:00:00 2017-09-21T14:55:51 2017-09-22T02:45:21 2017-09-22T13:00:00 
      afl        3 2-00:00:00 2017-09-22T11:49:01 2017-09-22T11:49:02 2017-09-22T13:02:36 
 yanmingw        2 2-00:00:00 2017-09-22T16:37:56 2017-09-22T16:37:56 2017-09-22T16:37:57 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 2-02:00:00 2017-09-23T10:42:10 2017-09-23T10:45:04 2017-09-23T10:45:04 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:01 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:00 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:00 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:00 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:01 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:00 
  kayahan        1 1-00:00:00 2017-09-23T10:45:59 2017-09-23T10:46:00 2017-09-23T10:46:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:54:59 2017-09-23T10:54:59 2017-09-23T10:55:00 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T10:55:56 2017-09-23T10:55:56 2017-09-23T10:55:57 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:00:29 2017-09-23T11:00:30 2017-09-23T11:28:26 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:29:03 2017-09-23T11:29:04 2017-09-23T11:50:19 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:51:09 2017-09-23T11:51:09 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:54:10 2017-09-23T11:54:11 2017-09-23T11:56:36 
  kayahan        1 1-00:00:00 2017-09-23T11:58:05 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T11:58:06 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T11:58:06 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T11:58:06 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T11:58:06 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T11:58:06 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T11:58:06 2017-09-23T11:58:06 2017-09-23T11:58:18 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:53 2017-09-23T15:13:08 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:53 2017-09-23T14:09:50 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:53 2017-09-23T15:22:20 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:53 2017-09-23T15:00:08 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:53 2017-09-23T13:50:26 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:56 2017-09-23T13:59:55 
  kayahan        1 1-00:00:00 2017-09-23T12:01:53 2017-09-23T12:01:56 2017-09-23T14:31:14 
  kayahan        1 1-00:00:00 2017-09-23T12:05:02 2017-09-23T12:05:03 2017-09-24T03:41:53 
  kayahan        1 1-00:00:00 2017-09-23T12:05:02 2017-09-23T12:05:03 2017-09-24T12:05:17 
  kayahan        1 1-00:00:00 2017-09-23T12:05:02 2017-09-23T12:05:03 2017-09-24T12:05:17 
  kayahan        1 1-00:00:00 2017-09-23T12:05:03 2017-09-23T12:05:03 2017-09-24T12:05:17 
  kayahan        1 1-00:00:00 2017-09-23T12:05:03 2017-09-23T12:05:03 2017-09-24T02:01:46 
  kayahan        1 1-00:00:00 2017-09-23T12:05:03 2017-09-23T12:05:03 2017-09-24T12:05:17 
  kayahan        1 1-00:00:00 2017-09-23T12:05:03 2017-09-23T12:05:03 2017-09-24T12:05:17 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:32:31 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:31:23 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:44:09 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:32:38 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:33:16 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:31:37 
  kayahan        1 1-00:00:00 2017-09-23T12:05:51 2017-09-23T12:05:51 2017-09-23T12:36:17 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T14:05:59 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T15:19:59 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T16:40:38 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T18:49:19 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T14:21:09 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T14:40:01 
  kayahan        1 1-00:00:00 2017-09-23T12:09:47 2017-09-23T12:09:47 2017-09-23T15:54:28 
  kayahan        1 1-00:00:00 2017-09-23T20:47:09 2017-09-23T20:47:09 2017-09-23T20:47:11 
  kayahan        1 1-00:00:00 2017-09-23T20:49:00 2017-09-23T20:49:01 2017-09-23T20:49:02 
  kayahan        1 1-00:00:00 2017-09-23T20:51:38 2017-09-23T20:51:38 2017-09-23T20:51:39 
  kayahan        1 1-00:00:00 2017-09-23T20:52:50 2017-09-23T20:52:50 2017-09-23T20:52:52 
  kayahan        1 1-00:00:00 2017-09-23T20:53:42 2017-09-23T20:53:43 2017-09-23T20:53:45 
  kayahan        1 1-00:00:00 2017-09-23T20:54:14 2017-09-23T20:54:15 2017-09-23T20:54:17 
  kayahan        1 1-00:00:00 2017-09-23T20:55:22 2017-09-23T20:55:23 2017-09-23T20:55:25 
  kayahan        1 1-00:00:00 2017-09-23T20:57:15 2017-09-23T20:57:16 2017-09-23T20:57:17 
  kayahan        1 1-00:00:00 2017-09-23T20:57:48 2017-09-23T20:57:48 2017-09-23T20:57:49 
  kayahan        1 1-00:00:00 2017-09-23T20:59:50 2017-09-23T20:59:50 2017-09-23T20:59:51 
  kayahan        1 1-00:00:00 2017-09-23T21:01:53 2017-09-23T21:01:54 2017-09-23T21:01:56 
  kayahan        1 1-00:00:00 2017-09-23T21:03:03 2017-09-23T21:03:05 2017-09-23T21:03:07 
  kayahan        1 1-00:00:00 2017-09-23T21:07:25 2017-09-23T21:07:26 2017-09-23T21:07:27 
  kayahan        1 1-00:00:00 2017-09-23T21:08:19 2017-09-23T21:08:19 2017-09-23T21:08:21 
  kayahan        1 1-00:00:00 2017-09-23T21:08:58 2017-09-23T21:08:58 2017-09-23T21:08:59 
  kayahan        1 1-00:00:00 2017-09-23T21:09:40 2017-09-23T21:09:40 2017-09-23T21:09:41 
  kayahan        1 1-00:00:00 2017-09-23T21:10:59 2017-09-23T21:10:59 2017-09-23T21:11:01 
  kayahan        1 1-00:00:00 2017-09-23T21:13:01 2017-09-23T21:13:01 2017-09-23T21:13:02 
  kayahan        1 1-00:00:00 2017-09-23T21:14:36 2017-09-23T21:14:37 2017-09-23T21:14:38 
  kayahan        1 1-00:00:00 2017-09-23T23:15:21 2017-09-23T23:15:22 2017-09-23T23:15:23 
  kayahan        1 1-00:00:00 2017-09-23T23:16:29 2017-09-23T23:16:29 2017-09-23T23:16:30 
 yanmingw        2 2-00:00:00 2017-09-23T23:16:49 2017-09-23T23:16:50 2017-09-23T23:16:51 
  kayahan        1 1-00:00:00 2017-09-23T23:18:20 2017-09-23T23:18:20 2017-09-23T23:18:21 
 yanmingw        2 2-00:00:00 2017-09-23T23:21:17 2017-09-23T23:21:17 2017-09-24T13:54:03 
  kayahan        1 1-00:00:00 2017-09-23T23:22:30 2017-09-23T23:22:30 2017-09-23T23:22:32 
  kayahan        1 1-00:00:00 2017-09-23T23:29:27 2017-09-23T23:29:28 2017-09-23T23:29:34 
  kayahan        1 1-00:00:00 2017-09-23T23:30:59 2017-09-23T23:31:00 2017-09-23T23:31:06 
  kayahan        1 1-00:00:00 2017-09-23T23:32:41 2017-09-23T23:32:41 2017-09-23T23:33:01 
  kayahan        1 1-00:00:00 2017-09-23T23:34:18 2017-09-23T23:34:19 2017-09-23T23:34:24 
  kayahan        1 1-00:00:00 2017-09-23T23:34:18 2017-09-23T23:34:19 2017-09-23T23:34:24 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:24 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:25 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:25 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:25 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:25 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:35:16 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:35:13 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:32 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:33 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:34:32 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:35:23 
  kayahan        1 1-00:00:00 2017-09-23T23:34:19 2017-09-23T23:34:19 2017-09-23T23:35:25 
  kayahan        1 1-00:00:00 2017-09-23T23:34:51 2017-09-23T23:34:51 2017-09-23T23:35:27 
  kayahan        1 1-00:00:00 2017-09-23T23:34:51 2017-09-23T23:34:51 2017-09-23T23:35:26 
  kayahan        1 1-00:00:00 2017-09-23T23:34:51 2017-09-23T23:34:51 2017-09-23T23:35:26 
  kayahan        1 1-00:00:00 2017-09-23T23:34:51 2017-09-23T23:34:51 2017-09-23T23:35:27 
  kayahan        1 1-00:00:00 2017-09-23T23:34:51 2017-09-23T23:34:54 2017-09-23T23:35:27 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:35:25 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:35:24 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:54:53 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:54:29 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:54:08 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:54:05 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:54:00 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:54:08 
  kayahan        1 1-00:00:00 2017-09-23T23:34:52 2017-09-23T23:34:54 2017-09-23T23:55:04 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:28 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:25 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:28 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:28 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:28 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:28 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:16 2017-09-23T23:35:27 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:23 2017-09-23T23:53:39 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:24 2017-09-23T23:55:43 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:25 2017-09-23T23:56:09 
  kayahan        1 1-00:00:00 2017-09-23T23:35:16 2017-09-23T23:35:25 2017-09-23T23:56:03 
  kayahan        1 1-00:00:00 2017-09-23T23:35:17 2017-09-23T23:35:25 2017-09-23T23:56:09 
  kayahan        1 1-00:00:00 2017-09-23T23:35:17 2017-09-23T23:35:26 2017-09-23T23:56:31 
  kayahan        1 1-00:00:00 2017-09-23T23:35:17 2017-09-23T23:35:26 2017-09-23T23:56:32 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:12:21 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:12:15 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:11:19 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:11:05 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:12:07 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:11:05 
  kayahan        1 1-00:00:00 2017-09-24T00:09:34 2017-09-24T00:09:34 2017-09-24T00:11:33 
  kayahan        1 1-00:00:00 2017-09-24T00:11:09 2017-09-24T00:11:09 2017-09-24T00:11:22 
  kayahan        1 1-00:00:00 2017-09-24T00:11:09 2017-09-24T00:11:09 2017-09-24T00:11:22 
  kayahan        1 1-00:00:00 2017-09-24T00:11:25 2017-09-24T00:11:26 2017-09-24T00:11:38 
  kayahan        4 8-08:00:00 2017-09-24T00:11:29 2017-09-24T01:38:20 2017-09-24T01:38:20 
  kayahan        4 8-08:00:00 2017-09-24T00:11:29 2017-09-24T01:38:21 2017-09-24T01:38:21 
  kayahan        1 1-00:00:00 2017-09-24T00:11:38 2017-09-24T00:11:38 2017-09-24T00:11:51 
  kayahan        4 8-08:00:00 2017-09-24T00:11:44 2017-09-24T01:38:24 2017-09-24T01:38:24 
  kayahan        4 8-08:00:00 2017-09-24T00:11:57 2017-09-24T01:38:25 2017-09-24T01:38:25 
  kayahan        1 1-00:00:00 2017-09-24T00:12:12 2017-09-24T00:12:13 2017-09-24T00:12:25 
  kayahan        1 1-00:00:00 2017-09-24T00:12:18 2017-09-24T00:12:19 2017-09-24T00:12:31 
  kayahan        1 1-00:00:00 2017-09-24T00:12:25 2017-09-24T00:12:25 2017-09-24T00:12:38 
  kayahan        4 8-08:00:00 2017-09-24T00:12:31 2017-09-24T01:38:28 2017-09-24T01:38:28 
  kayahan        4 8-08:00:00 2017-09-24T00:12:37 2017-09-24T01:38:30 2017-09-24T01:38:30 
  kayahan        4 8-08:00:00 2017-09-24T00:12:43 2017-09-24T01:38:34 2017-09-24T01:38:34 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:51 2017-09-24T01:38:53 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:51 2017-09-24T01:38:53 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:51 2017-09-24T01:38:53 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:51 2017-09-24T01:38:53 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:51 2017-09-24T01:38:53 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:53 2017-09-24T01:38:54 
  kayahan        4 2-00:00:00 2017-09-24T01:38:51 2017-09-24T01:38:53 2017-09-24T01:38:54 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:41:28 2017-09-24T01:56:19 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:41:28 2017-09-24T01:55:19 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:41:28 2017-09-24T01:55:12 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:41:28 2017-09-24T01:55:26 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:41:28 2017-09-24T01:54:03 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:54:03 2017-09-24T02:06:42 
  kayahan        4 2-00:00:00 2017-09-24T01:41:28 2017-09-24T01:55:12 2017-09-24T02:08:59 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:46:03 2017-09-24T09:01:08 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:46:03 2017-09-24T08:59:55 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:46:03 2017-09-24T08:59:48 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:46:03 2017-09-24T09:00:06 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:46:03 2017-09-24T08:58:40 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:46:03 2017-09-24T08:59:59 
  kayahan        4 2-00:00:00 2017-09-24T08:46:02 2017-09-24T08:58:40 2017-09-24T09:11:21 
 yanmingw        2 2-00:00:00 2017-09-24T09:57:27 2017-09-24T09:57:28 2017-09-25T00:34:13 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T10:14:50 2017-09-24T11:41:54 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T10:14:50 2017-09-24T11:38:08 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T10:14:50 2017-09-24T11:38:33 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T10:14:50 2017-09-24T11:42:51 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T10:14:50 2017-09-24T11:31:18 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T11:31:18 2017-09-24T12:47:37 
  kayahan        4 2-00:00:00 2017-09-24T10:14:49 2017-09-24T11:38:08 2017-09-24T13:06:40 
  kayahan       16 2-00:00:00 2017-09-24T12:32:58 2017-09-24T12:32:59 2017-09-24T14:58:02 
  kayahan       16 2-00:00:00 2017-09-24T12:32:58 2017-09-24T14:58:02 2017-09-24T17:30:55 
  kayahan       16 2-00:00:00 2017-09-24T12:32:58 2017-09-24T17:30:55 2017-09-24T20:05:35 
  kayahan       16 2-00:00:00 2017-09-24T12:32:58 2017-09-24T20:05:35 2017-09-24T22:41:06 
  kayahan       16 2-00:00:00 2017-09-24T12:32:58 2017-09-24T22:41:06 2017-09-25T01:16:07 
  kayahan       16 2-00:00:00 2017-09-24T12:47:43 2017-09-25T01:16:07 2017-09-25T03:50:58 
  kayahan       16 2-00:00:00 2017-09-24T13:06:46 2017-09-25T03:50:58 2017-09-25T06:17:31 
  kayahan        1 2-00:00:00 2017-09-24T19:48:23 2017-09-24T19:48:33 2017-09-25T03:49:21 
  kayahan        1 2-00:00:00 2017-09-24T19:48:23 2017-09-24T19:48:33 2017-09-25T01:54:39 
  kayahan        1 2-00:00:00 2017-09-24T19:48:23 2017-09-24T19:48:33 2017-09-25T07:17:51 
  kayahan        1 2-00:00:00 2017-09-24T19:48:23 2017-09-24T19:48:33 2017-09-25T04:25:50 
